municipio,pre_2013,pos_2013,sede,tipo_alteracao
Sernancelhe,LAMOSA,LAMOSA,LAMOSA,sem alteração
Sernancelhe,MACIEIRA,UNIÃO DAS FREGUESIAS DE FERREIRIM E MACIEIRA,FERREIRIM,criada por agregação
Sernancelhe,PENSO,UNIÃO DAS FREGUESIAS DE PENSO E FREIXINHO,PENSO,criada por agregação
Sernancelhe,QUINTELA,QUINTELA,QUINTELA,sem alteração
Sernancelhe,SARZEDA,UNIÃO DAS FREGUESIAS DE SERNANCELHE E SARZEDA,SERNANCELHE,criada por agregação
Sernancelhe,SERNANCELHE,UNIÃO DAS FREGUESIAS DE SERNANCELHE E SARZEDA,SERNANCELHE,criada por agregação
Sernancelhe,VILA DA PONTE,VILA DA PONTE,VILA DA PONTE,sem alteração
Serpa,BRINCHES,BRINCHES,BRINCHES,sem alteração
Serpa,PIAS,PIAS,PIAS,sem alteração
Serpa,SERPA (SALVADOR),UNIÃO DAS FREGUESIAS DE SERPA (SALVADOR E SANTA MARIA),SERPA (SALVADOR),criada por agregação
Serpa,SERPA (SANTA MARIA),UNIÃO DAS FREGUESIAS DE SERPA (SALVADOR E SANTA MARIA),SERPA (SALVADOR),criada por agregação
Serpa,VALE DE VARGO,UNIÃO DAS FREGUESIAS DE VILA NOVA DE SÃO BENTO E VALE DE VARGO,VILA NOVA DE SÃO BENTO,criada por agregação
Serpa,VILA NOVA DE SÃO BENTO,UNIÃO DAS FREGUESIAS DE VILA NOVA DE SÃO BENTO E VALE DE VARGO,VILA NOVA DE SÃO BENTO,criada por agregação
Serpa,VILA VERDE DE FICALHO,VILA VERDE DE FICALHO,VILA VERDE DE FICALHO,sem alteração
Sertã,CABEÇUDO,CABEÇUDO,CABEÇUDO,sem alteração
Sertã,CARVALHAL,CARVALHAL,CARVALHAL,sem alteração
Sertã,CASTELO,CASTELO,CASTELO,sem alteração
Sertã,CERNACHE DO BONJARDIM,"UNIÃO DAS FREGUESIAS DE CERNACHE DO BONJARDIM, NESPERAL E PALHAIS",CERNACHE DO BONJARDIM,criada por agregação
Sertã,CUMEADA,UNIÃO DAS FREGUESIAS DE CUMEADA E MARMELEIRO,CUMEADA,criada por agregação
Sertã,ERMIDA,UNIÃO DAS FREGUESIAS DE ERMIDA E FIGUEIREDO,ERMIDA,criada por agregação
Sertã,FIGUEIREDO,UNIÃO DAS FREGUESIAS DE ERMIDA E FIGUEIREDO,ERMIDA,criada por agregação
Sertã,MARMELEIRO,UNIÃO DAS FREGUESIAS DE CUMEADA E MARMELEIRO,CUMEADA,criada por agregação
Sertã,NESPERAL,"UNIÃO DAS FREGUESIAS DE CERNACHE DO BONJARDIM, NESPERAL E PALHAIS",CERNACHE DO BONJARDIM,criada por agregação
Sertã,PALHAIS,"UNIÃO DAS FREGUESIAS DE CERNACHE DO BONJARDIM, NESPERAL E PALHAIS",CERNACHE DO BONJARDIM,criada por agregação
Sertã,PEDRÓGÃO PEQUENO,PEDRÓGÃO PEQUENO,PEDRÓGÃO PEQUENO,sem alteração
Sertã,SERTÃ,SERTÃ,SERTÃ,sem alteração
Sertã,TROVISCAL,TROVISCAL,TROVISCAL,sem alteração
Sertã,VÁRZEA DOS CAVALEIROS,VÁRZEA DOS CAVALEIROS,VÁRZEA DOS CAVALEIROS,sem alteração
Sesimbra,QUINTA DO CONDE,QUINTA DO CONDE,QUINTA DO CONDE,sem alteração
Sesimbra,SESIMBRA (CASTELO),SESIMBRA (CASTELO),SESIMBRA (CASTELO),sem alteração
Sesimbra,SESIMBRA (SANTIAGO),SESIMBRA (SANTIAGO),SESIMBRA (SANTIAGO),sem alteração
Setúbal,GÂMBIA-PONTES-ALTO DA GUERRA,GÂMBIA-PONTES-ALTO DA GUERRA,GÂMBIA-PONTES-ALTO DA GUERRA,sem alteração
Setúbal,SADO,SADO,SADO,sem alteração
Setúbal,SÃO LOURENÇO,UNIÃO DAS FREGUESIAS DE AZEITÃO (SÃO LOURENÇO E SÃO SIMÃO),SÃO LOURENÇO,criada por agregação
Setúbal,SÃO SIMÃO,UNIÃO DAS FREGUESIAS DE AZEITÃO (SÃO LOURENÇO E SÃO SIMÃO),SÃO LOURENÇO,criada por agregação
Setúbal,SETÚBAL (NOSSA SENHORA DA ANUNCIADA),"UNIÃO DAS FREGUESIAS DE SETÚBAL (SÃO JULIÃO, NOSSA SENHORA DA ANUNCIADA E SANTA MARIA DA GRAÇA)",SETÚBAL (SÃO JULIÃO),criada por agregação
Setúbal,SETÚBAL (SANTA MARIA DA GRAÇA),"UNIÃO DAS FREGUESIAS DE SETÚBAL (SÃO JULIÃO, NOSSA SENHORA DA ANUNCIADA E SANTA MARIA DA GRAÇA)",SETÚBAL (SÃO JULIÃO),criada por agregação
Setúbal,SETÚBAL (SÃO JULIÃO),"UNIÃO DAS FREGUESIAS DE SETÚBAL (SÃO JULIÃO, NOSSA SENHORA DA ANUNCIADA E SANTA MARIA DA GRAÇA)",SETÚBAL (SÃO JULIÃO),criada por agregação
Setúbal,SETÚBAL (SÃO SEBASTIÃO),SETÚBAL (SÃO SEBASTIÃO),SETÚBAL (SÃO SEBASTIÃO),sem alteração
Sever do Vouga,CEDRIM,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,CEDRIM,criada por agregação
Sever do Vouga,COUTO DE ESTEVES,COUTO DE ESTEVES,COUTO DE ESTEVES,sem alteração
Sever do Vouga,DORNELAS,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,SILVA ESCURA,criada por agregação
Sever do Vouga,PARADELA,UNIÃO DAS FREGUESIAS DE CEDRIM E PARADELA,CEDRIM,criada por agregação
Sever do Vouga,PESSEGUEIRO DO VOUGA,PESSEGUEIRO DO VOUGA,PESSEGUEIRO DO VOUGA,sem alteração
Sever do Vouga,ROCAS DO VOUGA,ROCAS DO VOUGA,ROCAS DO VOUGA,sem alteração
Sever do Vouga,SEVER DO VOUGA,SEVER DO VOUGA,SEVER DO VOUGA,sem alteração
Sever do Vouga,SILVA ESCURA,UNIÃO DAS FREGUESIAS DE SILVA ESCURA E DORNELAS,SILVA ESCURA,criada por agregação
Sever do Vouga,TALHADAS,TALHADAS,TALHADAS,sem alteração
Silves,ALCANTARILHA,UNIÃO DAS FREGUESIAS DE ALCANTARILHA E PÊRA,ALCANTARILHA,criada por agregação
Silves,ALGOZ,UNIÃO DAS FREGUESIAS DE ALGOZ E TUNES,ALGOZ,criada por agregação
Silves,ARMAÇÃO DE PÊRA,ARMAÇÃO DE PÊRA,ARMAÇÃO DE PÊRA,sem alteração
Silves,PÊRA,UNIÃO DAS FREGUESIAS DE ALCANTARILHA E PÊRA,ALCANTARILHA,criada por agregação
Silves,SÃO BARTOLOMEU DE MESSINES,SÃO BARTOLOMEU DE MESSINES,SÃO BARTOLOMEU DE MESSINES,sem alteração
Silves,SÃO MARCOS DA SERRA,SÃO MARCOS DA SERRA,SÃO MARCOS DA SERRA,sem alteração
Silves,SILVES,SILVES,SILVES,sem alteração
Silves,TUNES,UNIÃO DAS FREGUESIAS DE ALGOZ E TUNES,ALGOZ,criada por agregação
Sines,PORTO COVO,PORTO COVO,PORTO COVO,sem alteração
Sines,SINES,SINES,SINES,sem alteração
Sintra,AGUALVA,UNIÃO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,AGUALVA,criada por agregação
Sintra,ALGUEIRÃO-MEM MARTINS,ALGUEIRÃO-MEM MARTINS,ALGUEIRÃO-MEM MARTINS,sem alteração
Sintra,ALMARGEM DO BISPO,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",ALMARGEM DO BISPO,criada por agregação
Sintra,BELAS,UNIÃO DAS FREGUESIAS DE QUELUZ E BELAS,QUELUZ,criada por agregação
Sintra,CACÉM,UNIÃO DAS FREGUESIAS DO CACÉM E SÃO MARCOS,CACÉM,criada por agregação
Sintra,CASAL DE CAMBRA,CASAL DE CAMBRA,CASAL DE CAMBRA,sem alteração
Sintra,COLARES,COLARES,COLARES,sem alteração
Sintra,MASSAMÁ,UNIÃO DAS FREGUESIAS DE MASSAMÁ E MONTE ABRAÃO,MASSAMÁ,criada por agregação
Sintra,MIRA-SINTRA,UNIÃO DAS FREGUESIAS DE AGUALVA E MIRA-SINTRA,AGUALVA,criada por agregação
Sintra,MONTE ABRAÃO,UNIÃO DAS FREGUESIAS DE MASSAMÁ E MONTE ABRAÃO,MASSAMÁ,criada por agregação
Sintra,MONTELAVAR,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",ALMARGEM DO BISPO,criada por agregação
Sintra,PÊRO PINHEIRO,"UNIÃO DAS FREGUESIAS DE ALMARGEM DO BISPO, PÊRO PINHEIRO E MONTELAVAR",ALMARGEM DO BISPO,criada por agregação
Sintra,QUELUZ,UNIÃO DAS FREGUESIAS DE QUELUZ E BELAS,QUELUZ,criada por agregação
Sintra,RIO DE MOURO,RIO DE MOURO,RIO DE MOURO,sem alteração
Sintra,SÃO JOÃO DAS LAMPAS,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM,SÃO JOÃO DAS LAMPAS,criada por agregação
Sintra,SÃO MARCOS,UNIÃO DAS FREGUESIAS DO CACÉM E SÃO MARCOS,CACÉM,criada por agregação
Sintra,SINTRA (SANTA MARIA E SÃO MIGUEL),"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",SINTRA (SANTA MARIA E SÃO MIGUEL),criada por agregação
Sintra,SINTRA (SÃO MARTINHO),"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",SINTRA (SANTA MARIA E SÃO MIGUEL),criada por agregação
Sintra,SINTRA (SÃO PEDRO DE PENAFERRIM),"UNIÃO DAS FREGUESIAS DE SINTRA (SANTA MARIA E SÃO MIGUEL, SÃO MARTINHO E SÃO PEDRO DE PENAFERRIM)",SINTRA (SANTA MARIA E SÃO MIGUEL),criada por agregação
Sintra,TERRUGEM,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DAS LAMPAS E TERRUGEM,SÃO JOÃO DAS LAMPAS,criada por agregação
Sobral de Monte Agraço,SANTO QUINTINO,SANTO QUINTINO,SANTO QUINTINO,sem alteração
Sobral de Monte Agraço,SAPATARIA,SAPATARIA,SAPATARIA,sem alteração
Sobral de Monte Agraço,SOBRAL DE MONTE AGRAÇO,SOBRAL DE MONTE AGRAÇO,SOBRAL DE MONTE AGRAÇO,sem alteração
Soure,ALFARELOS,ALFARELOS,ALFARELOS,sem alteração
Soure,BRUNHÓS,UNIÃO DAS FREGUESIAS DE GESTEIRA E BRUNHÓS,GESTEIRA,criada por agregação
Soure,DEGRACIAS,UNIÃO DAS FREGUESIAS DE DEGRACIAS E POMBALINHO,DEGRACIAS,criada por agregação
Soure,FIGUEIRÓ DO CAMPO,FIGUEIRÓ DO CAMPO,FIGUEIRÓ DO CAMPO,sem alteração
Soure,GESTEIRA,UNIÃO DAS FREGUESIAS DE GESTEIRA E BRUNHÓS,GESTEIRA,criada por agregação
Soure,GRANJA DO ULMEIRO,GRANJA DO ULMEIRO,GRANJA DO ULMEIRO,sem alteração
Soure,POMBALINHO,UNIÃO DAS FREGUESIAS DE DEGRACIAS E POMBALINHO,DEGRACIAS,criada por agregação
Soure,SAMUEL,SAMUEL,SAMUEL,sem alteração
Soure,SOURE,SOURE,SOURE,sem alteração
Soure,TAPÉUS,TAPÉUS,TAPÉUS,sem alteração
Soure,VILA NOVA DE ANÇOS,VILA NOVA DE ANÇOS,VILA NOVA DE ANÇOS,sem alteração
Soure,VINHA DA RAINHA,VINHA DA RAINHA,VINHA DA RAINHA,sem alteração
Sousel,CANO,CANO,CANO,sem alteração
Sousel,CASA BRANCA,CASA BRANCA,CASA BRANCA,sem alteração
Sousel,SANTO AMARO,SANTO AMARO,SANTO AMARO,sem alteração
Sousel,SOUSEL,SOUSEL,SOUSEL,sem alteração
Tabuaço,ADORIGO,ADORIGO,ADORIGO,sem alteração
Tabuaço,ARCOS,ARCOS,ARCOS,sem alteração
Tabuaço,BARCOS,UNIÃO DAS FREGUESIAS DE BARCOS E SANTA LEOCÁDIA,BARCOS,criada por agregação
Tabuaço,CHAVÃES,CHAVÃES,CHAVÃES,sem alteração
Tabuaço,DESEJOSA,DESEJOSA,DESEJOSA,sem alteração
Tabuaço,GRANJA DO TEDO,GRANJA DO TEDO,GRANJA DO TEDO,sem alteração
Tabuaço,GRANJINHA,UNIÃO DAS FREGUESIAS DE PARADELA E GRANJINHA,PARADELA,criada por agregação
Tabuaço,LONGA,LONGA,LONGA,sem alteração
Tabuaço,PARADELA,UNIÃO DAS FREGUESIAS DE PARADELA E GRANJINHA,PARADELA,criada por agregação
Tabuaço,PEREIRO,UNIÃO DAS FREGUESIAS DE TÁVORA E PEREIRO,TÁVORA,criada por agregação
Tabuaço,PINHEIROS,UNIÃO DAS FREGUESIAS DE PINHEIROS E VALE DE FIGUEIRA,PINHEIROS,criada por agregação
Tabuaço,SANTA LEOCÁDIA,UNIÃO DAS FREGUESIAS DE BARCOS E SANTA LEOCÁDIA,BARCOS,criada por agregação
Tabuaço,SENDIM,SENDIM,SENDIM,sem alteração
Tabuaço,TABUAÇO,TABUAÇO,TABUAÇO,sem alteração
Tabuaço,TÁVORA,UNIÃO DAS FREGUESIAS DE TÁVORA E PEREIRO,TÁVORA,criada por agregação
Tabuaço,VALE DE FIGUEIRA,UNIÃO DAS FREGUESIAS DE PINHEIROS E VALE DE FIGUEIRA,PINHEIROS,criada por agregação
Tabuaço,VALENÇA DO DOURO,VALENÇA DO DOURO,VALENÇA DO DOURO,sem alteração
Tarouca,DÁLVARES,UNIÃO DAS FREGUESIAS DE TAROUCA E DÁLVARES,TAROUCA,criada por agregação
Tarouca,GOUVIÃES,UNIÃO DAS FREGUESIAS DE GOUVIÃES E UCANHA,GOUVIÃES,criada por agregação
Tarouca,GRANJA NOVA,UNIÃO DAS FREGUESIAS DE GRANJA NOVA E VILA CHÃ DA BEIRA,GRANJA NOVA,criada por agregação
Tarouca,MONDIM DA BEIRA,MONDIM DA BEIRA,MONDIM DA BEIRA,sem alteração
Tarouca,SALZEDAS,SALZEDAS,SALZEDAS,sem alteração
Tarouca,SÃO JOÃO DE TAROUCA,SÃO JOÃO DE TAROUCA,SÃO JOÃO DE TAROUCA,sem alteração
Tarouca,TAROUCA,UNIÃO DAS FREGUESIAS DE TAROUCA E DÁLVARES,TAROUCA,criada por agregação
Tarouca,UCANHA,UNIÃO DAS FREGUESIAS DE GOUVIÃES E UCANHA,GOUVIÃES,criada por agregação
Tarouca,VÁRZEA DA SERRA,VÁRZEA DA SERRA,VÁRZEA DA SERRA,sem alteração
Tarouca,VILA CHÃ DA BEIRA,UNIÃO DAS FREGUESIAS DE GRANJA NOVA E VILA CHÃ DA BEIRA,GRANJA NOVA,criada por agregação
Tavira,CABANAS DE TAVIRA,UNIÃO DAS FREGUESIAS DE CONCEIÇÃO E CABANAS DE TAVIRA,CONCEIÇÃO,criada por agregação
Tavira,CACHOPO,CACHOPO,CACHOPO,sem alteração
Tavira,CONCEIÇÃO,UNIÃO DAS FREGUESIAS DE CONCEIÇÃO E CABANAS DE TAVIRA,CONCEIÇÃO,criada por agregação
Tavira,LUZ DE TAVIRA,UNIÃO DAS FREGUESIAS DE LUZ DE TAVIRA E SANTO ESTÊVÃO,LUZ DE TAVIRA,criada por agregação
Tavira,SANTA CATARINA DA FONTE DO BISPO,SANTA CATARINA DA FONTE DO BISPO,SANTA CATARINA DA FONTE DO BISPO,sem alteração
Tavira,SANTA LUZIA,SANTA LUZIA,SANTA LUZIA,sem alteração
Tavira,SANTO ESTÊVÃO,UNIÃO DAS FREGUESIAS DE LUZ DE TAVIRA E SANTO ESTÊVÃO,LUZ DE TAVIRA,criada por agregação
Tavira,TAVIRA (SANTA MARIA),UNIÃO DAS FREGUESIAS DE TAVIRA (SANTA MARIA E SANTIAGO),TAVIRA (SANTA MARIA),criada por agregação
Tavira,TAVIRA (SANTIAGO),UNIÃO DAS FREGUESIAS DE TAVIRA (SANTA MARIA E SANTIAGO),TAVIRA (SANTA MARIA),criada por agregação
Tábua,ÁZERE,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,ÁZERE,criada por agregação
Tábua,CANDOSA,CANDOSA,CANDOSA,sem alteração
Tábua,CARAPINHA,CARAPINHA,CARAPINHA,sem alteração
Tábua,COVAS,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,COVAS,criada por agregação
Tábua,COVELO,UNIÃO DAS FREGUESIAS DE ÁZERE E COVELO,ÁZERE,criada por agregação
Tábua,ESPARIZ,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,ESPARIZ,criada por agregação
Tábua,MEDA DE MOUROS,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,MEDA DE MOUROS,criada por agregação
Tábua,MIDÕES,MIDÕES,MIDÕES,sem alteração
Tábua,MOURONHO,MOURONHO,MOURONHO,sem alteração
Tábua,PINHEIRO DE COJA,UNIÃO DAS FREGUESIAS DE PINHEIRO DE COJA E MEDA DE MOUROS,MEDA DE MOUROS,criada por agregação
Tábua,PÓVOA DE MIDÕES,PÓVOA DE MIDÕES,PÓVOA DE MIDÕES,sem alteração
Tábua,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,SÃO JOÃO DA BOA VISTA,sem alteração
Tábua,SINDE,UNIÃO DAS FREGUESIAS DE ESPARIZ E SINDE,ESPARIZ,criada por agregação
Tábua,TÁBUA,TÁBUA,TÁBUA,sem alteração
Tábua,VILA NOVA DE OLIVEIRINHA,UNIÃO DAS FREGUESIAS DE COVAS E VILA NOVA DE OLIVEIRINHA,COVAS,criada por agregação
Terras de Bouro,BALANÇA,BALANÇA,BALANÇA,sem alteração
Terras de Bouro,BRUFE,UNIÃO DAS FREGUESIAS DE CIBÕES E BRUFE,CIBÕES,criada por agregação
Terras de Bouro,CAMPO DO GERÊS,CAMPO DO GERÊS,CAMPO DO GERÊS,sem alteração
Terras de Bouro,CARVALHEIRA,CARVALHEIRA,CARVALHEIRA,sem alteração
Terras de Bouro,CHAMOIM,UNIÃO DAS FREGUESIAS DE CHAMOIM E VILAR,CHAMOIM,criada por agregação
Terras de Bouro,CHORENSE,UNIÃO DAS FREGUESIAS DE CHORENSE E MONTE,CHORENSE,criada por agregação
Terras de Bouro,CIBÕES,UNIÃO DAS FREGUESIAS DE CIBÕES E BRUFE,CIBÕES,criada por agregação
Terras de Bouro,COVIDE,COVIDE,COVIDE,sem alteração
Terras de Bouro,GONDORIZ,GONDORIZ,GONDORIZ,sem alteração
Terras de Bouro,MOIMENTA,MOIMENTA,MOIMENTA,sem alteração
Terras de Bouro,MONTE,UNIÃO DAS FREGUESIAS DE CHORENSE E MONTE,CHORENSE,criada por agregação
Terras de Bouro,RIBEIRA,RIBEIRA,RIBEIRA,sem alteração
Terras de Bouro,RIO CALDO,RIO CALDO,RIO CALDO,sem alteração
Terras de Bouro,SOUTO,SOUTO,SOUTO,sem alteração
Terras de Bouro,VALDOSENDE,VALDOSENDE,VALDOSENDE,sem alteração
Terras de Bouro,VILAR,UNIÃO DAS FREGUESIAS DE CHAMOIM E VILAR,CHAMOIM,criada por agregação
Terras de Bouro,VILAR DA VEIGA,VILAR DA VEIGA,VILAR DA VEIGA,sem alteração
Tomar,ALÉM DA RIBEIRA,UNIÃO DAS FREGUESIAS DE ALÉM DA RIBEIRA E PEDREIRA,ALÉM DA RIBEIRA,criada por agregação
Tomar,ALVIOBEIRA,UNIÃO DAS FREGUESIAS DE CASAIS E ALVIOBEIRA,CASAIS,criada por agregação
Tomar,ASSEICEIRA,ASSEICEIRA,ASSEICEIRA,sem alteração
Tomar,BESELGA,UNIÃO DAS FREGUESIAS DE MADALENA E BESELGA,MADALENA,criada por agregação
Tomar,CARREGUEIROS,CARREGUEIROS,CARREGUEIROS,sem alteração
Tomar,CASAIS,UNIÃO DAS FREGUESIAS DE CASAIS E ALVIOBEIRA,CASAIS,criada por agregação
Tomar,JUNCEIRA,UNIÃO DAS FREGUESIAS DE SERRA E JUNCEIRA,SERRA,criada por agregação
Tomar,MADALENA,UNIÃO DAS FREGUESIAS DE MADALENA E BESELGA,MADALENA,criada por agregação
Tomar,OLALHAS,OLALHAS,OLALHAS,sem alteração
Tomar,PAIALVO,PAIALVO,PAIALVO,sem alteração
Tomar,PEDREIRA,UNIÃO DAS FREGUESIAS DE ALÉM DA RIBEIRA E PEDREIRA,ALÉM DA RIBEIRA,criada por agregação
Tomar,SABACHEIRA,SABACHEIRA,SABACHEIRA,sem alteração
Tomar,SANTA MARIA DOS OLIVAIS,UNIÃO DAS FREGUESIAS DE TOMAR (SÃO JOÃO BAPTISTA) E SANTA MARIA DOS OLIVAIS,SANTA MARIA DOS OLIVAIS,criada por agregação
Tomar,SÃO PEDRO DE TOMAR,SÃO PEDRO DE TOMAR,SÃO PEDRO DE TOMAR,sem alteração
Tomar,SERRA,UNIÃO DAS FREGUESIAS DE SERRA E JUNCEIRA,SERRA,criada por agregação
Tomar,TOMAR (SÃO JOÃO BAPTISTA),UNIÃO DAS FREGUESIAS DE TOMAR (SÃO JOÃO BAPTISTA) E SANTA MARIA DOS OLIVAIS,SANTA MARIA DOS OLIVAIS,criada por agregação
Tondela,BARREIRO DE BESTEIROS,UNIÃO DAS FREGUESIAS DE BARREIRO DE BESTEIROS E TOURIGO,BARREIRO DE BESTEIROS,criada por agregação
Tondela,CAMPO DE BESTEIROS,CAMPO DE BESTEIROS,CAMPO DE BESTEIROS,sem alteração
Tondela,CANAS DE SANTA MARIA,CANAS DE SANTA MARIA,CANAS DE SANTA MARIA,sem alteração
Tondela,CAPARROSA,UNIÃO DAS FREGUESIAS DE CAPARROSA E SILVARES,CAPARROSA,criada por agregação
Tondela,CASTELÕES,CASTELÕES,CASTELÕES,sem alteração
Tondela,DARDAVAZ,DARDAVAZ,DARDAVAZ,sem alteração
Tondela,FERREIRÓS DO DÃO,FERREIRÓS DO DÃO,FERREIRÓS DO DÃO,sem alteração
Tondela,GUARDÃO,GUARDÃO,GUARDÃO,sem alteração
Tondela,LAJEOSA DO DÃO,LAJEOSA DO DÃO,LAJEOSA DO DÃO,sem alteração
Tondela,LOBÃO DA BEIRA,LOBÃO DA BEIRA,LOBÃO DA BEIRA,sem alteração
Tondela,MOLELOS,MOLELOS,MOLELOS,sem alteração
Tondela,MOSTEIRINHO,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DO MONTE E MOSTEIRINHO,SÃO JOÃO DO MONTE,criada por agregação
Tondela,MOSTEIRO DE FRÁGUAS,UNIÃO DAS FREGUESIAS DE VILAR DE BESTEIROS E MOSTEIRO DE FRÁGUAS,VILAR DE BESTEIROS,criada por agregação
Tondela,MOURAZ,UNIÃO DAS FREGUESIAS DE MOURAZ E VILA NOVA DA RAINHA,MOURAZ,criada por agregação
Tondela,NANDUFE,UNIÃO DAS FREGUESIAS DE TONDELA E NANDUFE,TONDELA,criada por agregação
Tondela,PARADA DE GONTA,PARADA DE GONTA,PARADA DE GONTA,sem alteração
Tondela,SABUGOSA,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO OUTEIRO E SABUGOSA,SÃO MIGUEL DO OUTEIRO,criada por agregação
Tondela,SANTIAGO DE BESTEIROS,SANTIAGO DE BESTEIROS,SANTIAGO DE BESTEIROS,sem alteração
Tondela,SÃO JOÃO DO MONTE,UNIÃO DAS FREGUESIAS DE SÃO JOÃO DO MONTE E MOSTEIRINHO,SÃO JOÃO DO MONTE,criada por agregação
Tondela,SÃO MIGUEL DO OUTEIRO,UNIÃO DAS FREGUESIAS DE SÃO MIGUEL DO OUTEIRO E SABUGOSA,SÃO MIGUEL DO OUTEIRO,criada por agregação
Tondela,SILVARES,UNIÃO DAS FREGUESIAS DE CAPARROSA E SILVARES,CAPARROSA,criada por agregação
Tondela,TONDA,TONDA,TONDA,sem alteração
Tondela,TONDELA,UNIÃO DAS FREGUESIAS DE TONDELA E NANDUFE,TONDELA,criada por agregação
Tondela,TOURIGO,UNIÃO DAS FREGUESIAS DE BARREIRO DE BESTEIROS E TOURIGO,BARREIRO DE BESTEIROS,criada por agregação
Tondela,VILA NOVA DA RAINHA,UNIÃO DAS FREGUESIAS DE MOURAZ E VILA NOVA DA RAINHA,MOURAZ,criada por agregação
Tondela,VILAR DE BESTEIROS,UNIÃO DAS FREGUESIAS DE VILAR DE BESTEIROS E MOSTEIRO DE FRÁGUAS,VILAR DE BESTEIROS,criada por agregação
Torre de Moncorvo,AÇOREIRA,AÇOREIRA,AÇOREIRA,sem alteração
Torre de Moncorvo,ADEGANHA,UNIÃO DAS FREGUESIAS DE ADEGANHA E CARDANHA,ADEGANHA,criada por agregação
Torre de Moncorvo,CABEÇA BOA,CABEÇA BOA,CABEÇA BOA,sem alteração
Torre de Moncorvo,CARDANHA,UNIÃO DAS FREGUESIAS DE ADEGANHA E CARDANHA,ADEGANHA,criada por agregação
Torre de Moncorvo,CARVIÇAIS,CARVIÇAIS,CARVIÇAIS,sem alteração
Torre de Moncorvo,CASTEDO,CASTEDO,CASTEDO,sem alteração
Torre de Moncorvo,FELGAR,UNIÃO DAS FREGUESIAS DE FELGAR E SOUTO DA VELHA,FELGAR,criada por agregação
Torre de Moncorvo,FELGUEIRAS,UNIÃO DAS FREGUESIAS DE FELGUEIRAS E MAÇORES,FELGUEIRAS,criada por agregação
Torre de Moncorvo,HORTA DA VILARIÇA,HORTA DA VILARIÇA,HORTA DA VILARIÇA,sem alteração
Torre de Moncorvo,LARINHO,LARINHO,LARINHO,sem alteração
Torre de Moncorvo,LOUSA,LOUSA,LOUSA,sem alteração
Torre de Moncorvo,MAÇORES,UNIÃO DAS FREGUESIAS DE FELGUEIRAS E MAÇORES,FELGUEIRAS,criada por agregação
Torre de Moncorvo,MÓS,MÓS,MÓS,sem alteração
Torre de Moncorvo,PEREDO DOS CASTELHANOS,UNIÃO DAS FREGUESIAS DE URRÓS E PEREDO DOS CASTELHANOS,URRÓS,criada por agregação
Torre de Moncorvo,SOUTO DA VELHA,UNIÃO DAS FREGUESIAS DE FELGAR E SOUTO DA VELHA,FELGAR,criada por agregação
Torre de Moncorvo,TORRE DE MONCORVO,TORRE DE MONCORVO,TORRE DE MONCORVO,sem alteração
Torre de Moncorvo,URRÓS,UNIÃO DAS FREGUESIAS DE URRÓS E PEREDO DOS CASTELHANOS,URRÓS,criada por agregação
Torres Novas,ALCOROCHEL,"UNIÃO DAS FREGUESIAS DE BROGUEIRA, PARCEIROS DE IGREJA E ALCOROCHEL",BROGUEIRA,criada por agregação
Torres Novas,ASSENTIZ,ASSENTIZ,ASSENTIZ,sem alteração
Torres Novas,BROGUEIRA,"UNIÃO DAS FREGUESIAS DE BROGUEIRA, PARCEIROS DE IGREJA E ALCOROCHEL",BROGUEIRA,criada por agregação
Torres Novas,CHANCELARIA,CHANCELARIA,CHANCELARIA,sem alteração
Torres Novas,LAPAS,"UNIÃO DAS FREGUESIAS DE TORRES NOVAS (SÃO PEDRO), LAPAS E RIBEIRA BRANCA",TORRES NOVAS (SÃO PEDRO),criada por agregação
Torres Novas,MEIA VIA,MEIA VIA,MEIA VIA,sem alteração
Torres Novas,OLAIA,UNIÃO DAS FREGUESIAS DE OLAIA E PAÇO,OLAIA,criada por agregação
Torres Novas,PAÇO,UNIÃO DAS FREGUESIAS DE OLAIA E PAÇO,OLAIA,criada por agregação
