municipio,antiga,nova,territorio,total,sede
Castro Daire,PICÃO,UNIÃO DAS FREGUESIAS DE PICÃO E ERMIDA,Nenhuma,UNIÃO DAS FREGUESIAS DE PICÃO E ERMIDA,PICÃO
Castro Daire,GAFANHÃO,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,RERIZ
Castro Daire,RERIZ,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE RERIZ E GAFANHÃO,RERIZ
Castro Daire,,,Nenhuma,ALMOFALA,ALMOFALA
Castro Daire,,,Nenhuma,CABRIL,CABRIL
Castro Daire,,,Nenhuma,CASTRO DAIRE,CASTRO DAIRE
Castro Daire,,,Nenhuma,CUJÓ,CUJÓ
Castro Daire,,,Nenhuma,GOSENDE,GOSENDE
Castro Daire,,,Nenhuma,MOLEDO,MOLEDO
Castro Daire,,,Nenhuma,MONTEIRAS,MONTEIRAS
Castro Daire,,,Nenhuma,MÕES,MÕES
Castro Daire,,,Nenhuma,PEPIM,PEPIM
Castro Daire,,,Nenhuma,PINHEIRO,PINHEIRO
Castro Daire,,,Nenhuma,SÃO JOANINHO,SÃO JOANINHO
Castro Marim,,,Nenhuma,ALTURA,ALTURA
Castro Marim,,,Nenhuma,AZINHAL,AZINHAL
Castro Marim,,,Nenhuma,CASTRO MARIM,CASTRO MARIM
Castro Marim,,,Nenhuma,ODELEITE,ODELEITE
Castro Verde,CASTRO VERDE,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,Nenhuma,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,CASTRO VERDE
Castro Verde,CASÉVEL,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,Nenhuma,UNIÃO DAS FREGUESIAS DE CASTRO VERDE E CASÉVEL,CASTRO VERDE
Castro Verde,,,Nenhuma,ENTRADAS,ENTRADAS
Castro Verde,,,Nenhuma,SANTA BÁRBARA DE PADRÕES,SANTA BÁRBARA DE PADRÕES
Castro Verde,,,Nenhuma,SÃO MARCOS DA ATABOEIRA,SÃO MARCOS DAATABOEIRA
Celorico da Beira,AÇORES,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,Nenhuma,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,AÇORES
Celorico da Beira,VELOSA,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,Nenhuma,UNIÃO DAS FREGUESIAS DE AÇORES E VELOSA,AÇORES
Celorico da Beira,CELORICO (SANTA MARIA),UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO)
Celorico da Beira,CELORICO (SÃO PEDRO),UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO)
Celorico da Beira,VILA BOA DO MONDEGO,UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,Nenhuma,UNIÃO DAS FREGUESIAS DE CELORICO (SÃO PEDRO E SANTA MARIA) E VILA BOA DO MONDEGO,CELORICO (SÃO PEDRO)
Celorico da Beira,CORTIÇÔ DA SERRA,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA
Celorico da Beira,SALGUEIRAIS,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA
Celorico da Beira,VIDE ENTRE VINHAS,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORTIÇÔ DA SERRA, VIDE ENTRE VINHAS E SALGUEIRAIS",CORTIÇÔ DA SERRA
Celorico da Beira,CADAFAZ,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,Nenhuma,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,RAPA
Celorico da Beira,RAPA,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,Nenhuma,UNIÃO DAS FREGUESIAS DE RAPA E CADAFAZ,RAPA
Celorico da Beira,,,Nenhuma,BARAÇAL,BARAÇAL
Celorico da Beira,,,Nenhuma,CARRAPICHANA,CARRAPICHANA
Celorico da Beira,,,Nenhuma,CASAS DO SOEIRO,CASAS DO SOEIRO
Celorico da Beira,,,Nenhuma,FORNO TELHEIRO,FORNO TELHEIRO
Celorico da Beira,,,Nenhuma,LAJEOSA DO MONDEGO,LAJEOSA DO MONDEGO
Celorico da Beira,,,Nenhuma,LINHARES,LINHARES
Celorico da Beira,,,Nenhuma,MAÇAL DO CHÃO,MAÇAL DO CHÃO
Celorico da Beira,,,Nenhuma,MESQUITELA,MESQUITELA
Celorico da Beira,,,Nenhuma,MINHOCAL,MINHOCAL
Celorico da Beira,,,Nenhuma,PRADOS,PRADOS
Celorico da Beira,,,Nenhuma,RATOEIRA,RATOEIRA
Celorico da Beira,,,Nenhuma,VALE DE AZARES,VALE DE AZARES
Celorico de Basto,BRITELO,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",Nenhuma,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO
Celorico de Basto,GÉMEOS,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",Nenhuma,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO
Celorico de Basto,OURILHE,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",Nenhuma,"UNIÃO DAS FREGUESIAS DE BRITELO, GÉMEOS E OURILHE",BRITELO
Celorico de Basto,CANEDO DE BASTO,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,Nenhuma,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,CANEDO DE BASTO
Celorico de Basto,CORGO,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,Nenhuma,UNIÃO DAS FREGUESIAS DE CANEDO DE BASTO E CORGO,CANEDO DE BASTO
Celorico de Basto,BASTO (SANTA TECLA),UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),Nenhuma,UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),CARVALHO
Celorico de Basto,CARVALHO,UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),Nenhuma,UNIÃO DAS FREGUESIAS DE CARVALHO E BASTO (SANTA TECLA),CARVALHO
Celorico de Basto,CAÇARILHE,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,Nenhuma,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,CAÇARILHE
Celorico de Basto,INFESTA,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,Nenhuma,UNIÃO DAS FREGUESIAS DE CAÇARILHE E INFESTA,CAÇARILHE
Celorico de Basto,GAGOS,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",Nenhuma,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE
Celorico de Basto,MOLARES,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",Nenhuma,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE
Celorico de Basto,VEADE,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",Nenhuma,"UNIÃO DAS FREGUESIAS DE VEADE, GAGOS E MOLARES",VEADE
Celorico de Basto,,,Nenhuma,AGILDE,AGILDE
Celorico de Basto,,,Nenhuma,ARNÓIA,ARNÓIA
Celorico de Basto,,,Nenhuma,BASTO (SÃO CLEMENTE),BASTO (SÃO CLEMENTE)
Celorico de Basto,,,Nenhuma,BORBA DE MONTANHA,BORBA DE MONTANHA
Celorico de Basto,,,Nenhuma,CODEÇOSO,CODEÇOSO
Celorico de Basto,,,Nenhuma,FERVENÇA,FERVENÇA
Celorico de Basto,,,Nenhuma,MOREIRA DO CASTELO,MOREIRA DO CASTELO
Celorico de Basto,,,Nenhuma,REGO,REGO
Celorico de Basto,,,Nenhuma,RIBAS,RIBAS
Celorico de Basto,,,Nenhuma,VALE DE BOURO,VALE DE BOURO
Chamusca,CHAMUSCA,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,Nenhuma,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,CHAMUSCA
Chamusca,PINHEIRO GRANDE,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,Nenhuma,UNIÃO DAS FREGUESIAS DA CHAMUSCA E PINHEIRO GRANDE,CHAMUSCA
Chamusca,CHOUTO,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,Nenhuma,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,PARREIRA
Chamusca,PARREIRA,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,Nenhuma,UNIÃO DAS FREGUESIAS DE PARREIRA E CHOUTO,PARREIRA
Chamusca,,,Nenhuma,CARREGUEIRA,CARREGUEIRA
Chamusca,,,Nenhuma,ULME,ULME
Chamusca,,,Nenhuma,VALE DE CAVALOS,VALE DE CAVALOS
Chaves,BOBADELA,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),OUCIDRES
Chaves,OUCIDRES,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),,PLANALTO DE MONFORTE (UNIÃO DAS FREGUESIAS DE OUCIDRES E BOBADELA),OUCIDRES
Chaves,CELA,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA
Chaves,EIRAS,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA
Chaves,SÃO JULIÃO DE MONTENEGRO,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",,"UNIÃO DAS FREGUESIAS DAS EIRAS, SÃO JULIÃO DE MONTENEGRO E CELA",ALTO DA MICHA
Chaves,CALVÃO,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,CALVÃO
Chaves,SOUTELINHO DA RAIA,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,,UNIÃO DAS FREGUESIAS DE CALVÃO E SOUTELINHO DA RAIA,CALVÃO
Chaves,LOIVOS,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,LOIVOS
Chaves,PÓVOA DE AGRAÇÕES,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,,UNIÃO DAS FREGUESIAS DE LOIVOS E PÓVOA DE AGRAÇÕES,LOIVOS
Chaves,SANJURGE,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,COCANHA
Chaves,SANTA CRUZ/TRINDADE,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,,UNIÃO DAS FREGUESIAS DE SANTA CRUZ/TRINDADE E SANJURGE,COCANHA
Chaves,SEARA VELHA,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,SOUTELO
Chaves,SOUTELO,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,,UNIÃO DAS FREGUESIAS DE SOUTELO E SEARA VELHA,SOUTELO
Chaves,RORIZ,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,TRAVANCAS
Chaves,TRAVANCAS,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,,UNIÃO DAS FREGUESIAS DE TRAVANCAS E RORIZ,TRAVANCAS
Chaves,ARCOSSÓ,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO
Chaves,SELHARIZ,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO
Chaves,VIDAGO,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO
Chaves,VILARINHO DAS PARANHEIRAS,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",,"VIDAGO (UNIÃO DAS FREGUESIAS DE VIDAGO, ARCOSSÓ, SELHARIZ E VILARINHO DAS PARANHEIRAS)",VIDAGO
Chaves,,,,ANELHE,ANELHE
Chaves,,,,BUSTELO,BUSTELO
Chaves,,,,CIMO DE VILA DA CASTANHEIRA,CIMO DE VILA DA CASTANHEIRA
Chaves,,,,CURALHA,CURALHA
Chaves,,,,ERVEDEDO,ERVEDEDO
Chaves,,,,FAIÕES,FAIÕES
Chaves,,,,LAMA DE ARCOS,LAMA DE ARCOS
Chaves,,,,MAIROS,MAIROS
Chaves,,,,MOREIRAS,MOREIRAS
Chaves,,,,NOGUEIRA DA MONTANHA,NOGUEIRA DA MONTANHA
Chaves,,,,OURA,OURA
Chaves,,,,OUTEIRO SECO,OUTEIRO SECO
Chaves,,,,PARADELA,PARADELA
Chaves,,,,REDONDELO,REDONDELO
Chaves,,,,SANFINS,SANFINS
Chaves,,,,SANTA LEOCÁDIA,SANTA LEOCÁDIA
Chaves,,,,SANTA MARIA MAIOR,SANTA MARIA MAIOR
Chaves,,,,SANTO ANTÓNIO DE MONFORTE,SANTO ANTÓNIO DE MONFORTE
Chaves,,,,SANTO ESTÊVÃO,SANTO ESTÊVÃO
Chaves,,,,SÃO PEDRO DE AGOSTÉM,SÃO PEDRO DE AGOSTÉM
Chaves,,,,SÃO VICENTE,SÃO VICENTE
Chaves,,,,TRONCO,TRONCO
Chaves,,,UNIÃO DAS FREGUESIAS DA MADALENA E SAMAIÕES,UNIÃO DAS FREGUESIAS DA MADALENA E SAMAIÕES,MADALENA
Chaves,,,,VALE DE ANTA,VALE DE ANTA
Chaves,,,,VILA VERDE DA RAIA,VILA VERDE DA RAIA
Chaves,,,,VILAR DE NANTES,VILAR DE NANTES
Chaves,,,,VILARELHO DA RAIA,VILARELHO DA RAIA
Chaves,,,,VILAS BOAS,VILAS BOAS
Chaves,,,,VILELA DO TÂMEGA,VILELA DO TÂMEGA
Chaves,,,,VILELA SECA,VILELA SECA
Chaves,,,,ÁGUAS FRIAS,ÁGUAS FRIAS
Cinfães,ALHÕES,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA
Cinfães,BUSTELO,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA
Cinfães,GRALHEIRA,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA
Cinfães,RAMIRES,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",Nenhuma,"UNIÃO DAS FREGUESIAS DE ALHÕES, BUSTELO, GRALHEIRA E RAMIRES",GRALHEIRA
Cinfães,,,Nenhuma,CINFÃES,CINFÃES
Cinfães,,,Nenhuma,ESPADANEDO,ESPADANEDO
Cinfães,,,Nenhuma,FERREIROS DE TENDAIS,FERREIROS DE TENDAIS
Cinfães,,,Nenhuma,FORNELOS,FORNELOS
Cinfães,,,Nenhuma,MOIMENTA,MOIMENTA
Cinfães,,,Nenhuma,NESPEREIRA,NESPEREIRA
Cinfães,,,Nenhuma,OLIVEIRA DO DOURO,OLIVEIRA DO DOURO
Cinfães,,,Nenhuma,SANTIAGO DE PIÃES,SANTIAGO DE PIÃES
Cinfães,,,Nenhuma,SOUSELO,SOUSELO
Cinfães,,,Nenhuma,SÃO CRISTÓVÃO DE NOGUEIRA,SÃO CRISTÓVÃO DE NOGUEIRA
Cinfães,,,Nenhuma,TAROUQUELA,TAROUQUELA
Cinfães,,,Nenhuma,TENDAIS,TENDAIS
Cinfães,,,Nenhuma,TRAVANCA,TRAVANCA
Coimbra,ANTUZEDE,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,ANTUZEDE
Coimbra,VIL DE MATOS,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,Nenhuma,UNIÃO DAS FREGUESIAS DE ANTUZEDE E VIL DE MATOS,ANTUZEDE
Coimbra,ANTANHOL,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,Nenhuma,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,ASSAFARGE
Coimbra,ASSAFARGE,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,Nenhuma,UNIÃO DAS FREGUESIAS DE ASSAFARGE E ANTANHOL,ASSAFARGE
Coimbra,COIMBRA (ALMEDINA),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",Nenhuma,"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA)
Coimbra,COIMBRA (SANTA CRUZ),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",Nenhuma,"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA)
Coimbra,COIMBRA (SÃO BARTOLOMEU),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",Nenhuma,"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA)
Coimbra,COIMBRA (SÉ NOVA),"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",Nenhuma,"UNIÃO DAS FREGUESIAS DE COIMBRA (SÉ NOVA, SANTA CRUZ, ALMEDINA E SÃO BARTOLOMEU)",COIMBRA (SÉ NOVA)
Coimbra,EIRAS,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,Nenhuma,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,EIRAS
Coimbra,SÃO PAULO DE FRADES,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,Nenhuma,UNIÃO DAS FREGUESIAS DE EIRAS E SÃO PAULO DE FRADES,EIRAS
Coimbra,CASTELO VIEGAS,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,SANTA CLARA
Coimbra,SANTA CLARA,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,Nenhuma,UNIÃO DAS FREGUESIAS DE SANTA CLARA E CASTELO VIEGAS,SANTA CLARA
Coimbra,BOTÃO,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,SOUSELAS
Coimbra,SOUSELAS,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,Nenhuma,UNIÃO DAS FREGUESIAS DE SOUSELAS E BOTÃO,SOUSELAS
Coimbra,LAMAROSA,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,LAMAROSA
Coimbra,SÃO MARTINHO DE ÁRVORE,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DE ÁRVORE E LAMAROSA,LAMAROSA
Coimbra,RIBEIRA DE FRADES,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,SÃO MARTINHO DO BISPO
Coimbra,SÃO MARTINHO DO BISPO,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,Nenhuma,UNIÃO DAS FREGUESIAS DE SÃO MARTINHO DO BISPO E RIBEIRA DE FRADES,SÃO MARTINHO DO BISPO
Coimbra,AMEAL,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO
Coimbra,ARZILA,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO
Coimbra,TAVEIRO,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",Nenhuma,"UNIÃO DAS FREGUESIAS DE TAVEIRO, AMEAL E ARZILA",TAVEIRO
Coimbra,TORRE DE VILELA,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,Nenhuma,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,TROUXEMIL
Coimbra,TROUXEMIL,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,Nenhuma,UNIÃO DAS FREGUESIAS DE TROUXEMIL E TORRE DE VILELA,TROUXEMIL
Coimbra,,,Nenhuma,ALMALAGUÊS,ALMALAGUÊS
Coimbra,,,Nenhuma,BRASFEMES,BRASFEMES
Coimbra,,,Nenhuma,CEIRA,CEIRA
Coimbra,,,Nenhuma,CERNACHE,CERNACHE
Coimbra,,,Nenhuma,SANTO ANTÓNIO DOS OLIVAIS,SANTO ANTÓNIO DOS OLIVAIS
Coimbra,,,Nenhuma,SÃO JOÃO DO CAMPO,SÃO JOÃO DO CAMPO
Coimbra,,,Nenhuma,SÃO SILVESTRE,SÃO SILVESTRE
Coimbra,,,Nenhuma,TORRES DO MONDEGO,TORRES DO MONDEGO
Condeixa-a-Nova,CONDEIXA-A-NOVA,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,Nenhuma,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,CONDEIXA-A-NOVA
Condeixa-a-Nova,CONDEIXA-A-VELHA,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,Nenhuma,UNIÃO DAS FREGUESIAS DE CONDEIXA-A-VELHA E CONDEIXA-A-NOVA,CONDEIXA-A-NOVA
Condeixa-a-Nova,BELIDE,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,Nenhuma,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,SEBAL
Condeixa-a-Nova,SEBAL,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,Nenhuma,UNIÃO DAS FREGUESIAS DE SEBAL E BELIDE,SEBAL
Condeixa-a-Nova,BEM DA FÉ,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,VILA SECA
Condeixa-a-Nova,VILA SECA,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,Nenhuma,UNIÃO DAS FREGUESIAS DE VILA SECA E BEM DA FÉ,VILA SECA
Condeixa-a-Nova,,,Nenhuma,ANOBRA,ANOBRA
Condeixa-a-Nova,,,Nenhuma,EGA,EGA
Condeixa-a-Nova,,,Nenhuma,FURADOURO,FURADOURO
Condeixa-a-Nova,,,Nenhuma,ZAMBUJAL,ZAMBUJAL
Constância,,,Nenhuma,CONSTÂNCIA,CONSTÂNCIA
Constância,,,Nenhuma,MONTALVO,MONTALVO
Constância,,,Nenhuma,SANTA MARGARIDA DA COUTADA,SANTA MARGARIDA DA COUTADA
Coruche,CORUCHE,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE
Coruche,ERRA,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE
Coruche,FAJARDA,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",Nenhuma,"UNIÃO DAS FREGUESIAS DE CORUCHE, FAJARDA E ERRA",CORUCHE
Coruche,,,Nenhuma,BISCAINHO,BISCAINHO
Coruche,,,Nenhuma,BRANCA,BRANCA
Coruche,,,Nenhuma,COUÇO,COUÇO
Coruche,,,Nenhuma,SANTANA DO MATO,SANTANA DO MATO
